Close,SMMA,MI,MD,Signal,Difference,Action
252.8227,249.7423762263477,252.9166265820688,4.153142316945122,5.097205064791939,-0.9440627478468171,0
252.0401,249.97214860371295,252.8300381862508,4.06655392112711,4.653715375883752,-0.5871614547566422,0
251.14,250.08893374334167,252.4484066754552,3.6849224103315237,4.105309741363385,-0.4203873310318613,0
251.58,250.2380403690075,252.29513577399848,3.531651508874802,3.902058741392227,-0.370407232517425,0
253.34,250.54823633210677,252.75071026892422,3.9872260038005436,3.865530617229189,0.12169538657135481,-1
253.2,250.8134126988961,253.02888128556293,4.265397020439252,3.8846992322158203,0.3806977882234319,0
253.1294,251.04501142900645,253.19741291536036,4.43392865023668,3.9071501729146463,0.5267784773220341,0
253.6,251.30051028610578,253.46355349678305,4.70006923165937,3.9806251187365604,0.7194441129228095,0
253.32,251.50245925749522,253.55366236544512,4.790178100321441,4.18365448300213,0.6065236173193114,0
254.09,251.7612133317457,253.86080425717938,5.097319992055702,4.435359801291457,0.661960190764245,0
253.89,251.9740919985711,254.00787265554098,2.246659323795285,4.657378598942489,-2.410719275147204,1
253.5,252.126682798714,253.97350116500488,2.2122878332591824,4.253631059613696,-2.0413432263545133,0
253.75,252.28901451884258,254.01748384770366,2.256270515957965,3.8093028962181963,-1.5530323802602313,0
253.9,252.45011306695832,254.08767113619777,2.326457804452076,3.320543153077915,-0.994085348625839,0
256.69,252.8741017602625,255.0507660603567,3.2895527286109996,2.827799093904042,0.4617536347069575,-1
255.5566,253.14235158423625,255.3749943629637,2.5008926027011853,2.4662456412151017,0.034646961486083594,0
253.9385,253.22196642581267,255.0631341568423,2.1890323965797904,2.5170922969962817,-0.32805990041649125,1
254.7301,253.37277978323135,255.0788761954935,2.204774435231002,2.512441209660403,-0.30766677442940127,0
254.37,253.47250180490818,254.95884314052475,2.084741380262244,2.5021419935150107,-0.41740061325276656,0
253.16,253.44125162441733,254.459024545363,1.5849227851005026,2.453798708677044,-0.8688759235765415,0
252.02,253.2991264619756,253.70463277354852,0.83053101328602,2.112872719974945,-1.2823417066889249,0
251.45,253.11421381577802,252.9555066197372,0.08140485947470211,1.7788004020919117,-1.6973955426172096,0
251.65,252.96779243420025,252.47037236405401,0.0,1.3572748946708941,-1.3572748946708941,0
251.5,252.82101319078023,252.06890654449575,0.0,0.9163200076246938,-0.9163200076246938,0
250.94,252.63291187170222,251.59622590348582,0.0,0.4993717315722449,-0.4993717315722449,0
252.9,252.659620684532,251.9060437916201,0.0,0.18238717455214443,-0.18238717455214443,0
253.17,252.7106586160788,252.23555679800356,0.0,0.016280971894940422,-0.016280971894940422,0
253.33,252.7725927544709,252.5399231312684,0.0,0.0,0.0,-1
253.47,252.84233347902378,252.81607173018887,0.0,0.0,0.0,0
252.92,252.85010013112142,252.84073081772445,0.0,0.0,0.0,0
254.69,253.03409011800926,253.44498257656312,0.5708808163006154,0.0,0.5708808163006154,0
257.6425,253.49493110620833,254.86667234647783,1.9925705862153222,0.11417616326012307,1.8783944229551992,0
256.3967,253.78510799558754,255.49831021405788,2.003379107849554,0.5126902805031875,1.4906888273463665,0
255.3899,253.94558719602878,255.6180145646178,2.123083458409468,0.9133661020730983,1.2097173563363697,0
255.56,254.1070284764259,255.74683765665813,2.251906550449803,1.337982793754992,0.9139237566948111,0
256.65,254.36132562878333,256.187228729622,2.6922976234136797,1.7883641038449525,0.9039335195687273,0
257.195,254.64469306590505,256.67749948988313,3.1825683836748055,2.2126474652675654,0.9699209184072402,0
257.07,254.88722375931457,256.98148241237584,3.486551306167513,2.450647024759462,1.035904281408051,0
257.12,255.1105013833831,257.20443023942045,3.7094991332121197,2.747281464423054,0.9622176687890658,0
257.05,255.30445124504482,257.3277447272959,3.832813621087581,3.0645645993835844,0.7682490217039968,0
257.7511,255.54911612054033,257.63288104637644,4.137949940168113,3.38074601351114,0.757203926656973,0
255.9,255.5842045084863,257.2291200353021,1.6800039147617838,3.6698764768620267,-1.9898725621002429,1
255.9,255.61578405763765,256.91489588622585,1.3657797656855166,3.369363583079422,-2.0035838173939053,0
256.1,255.66420565187386,256.73711291415907,1.187996793618737,2.9452092749830228,-1.7572124813642858,0
256.05,255.70278508668648,256.58051066296855,1.0313945424282167,2.4409088070643463,-1.4095142646361296,0
256.58,255.7905065780178,256.63334682000743,1.0842306994670992,1.8806249913324735,-0.7963942918653744,0
258.8892,256.10037592021604,257.4303248484381,1.8812087278977572,1.2698811431922707,0.6113275847054864,-1
257.8556,256.2758983281944,257.67038039314167,1.570004472925632,1.3101221058194654,0.2598823671061665,0
256.6686,256.3151684953749,257.4448050009799,1.3444290807638595,1.3509670472674884,-0.0065379665036289225,1
256.29,256.31265164583743,257.142983292145,1.0426073719289661,1.382253504696513,-0.33964613276754685,0
256.79,256.36038648125367,257.07802881624247,0.9776528960264272,1.3844960705966627,-0.40684317457023544,0
249.41,255.66534783312827,254.58535585910965,0.0,1.3631805099085283,-1.3631805099085283,0
247.2399,254.82280304981546,252.02823244618236,0.0,0.986938764328977,-0.986938764328977,0
247.61,254.10152274483394,250.28049421286138,0.0,0.6729378697438506,-0.6729378697438506,0
247.6,253.45137047035055,249.01893409922135,0.0,0.40405205359107865,-0.40405205359107865,0
247.9,252.89623342331552,248.22668529259553,0.0,0.19553057920528544,-0.19553057920528544,0
248.35,252.44161008098393,247.8342977346858,0.0,0.0,0.0,-1
250.59,252.25644907288557,248.32916894849217,0.0,0.0,0.0,0
250.06,252.036804165597,248.55997797761898,0.0,0.0,0.0,0
250.35,251.8681237490373,248.85994177471648,0.0,0.0,0.0,0
251.35,251.81631137413356,249.44058062154318,0.0,0.0,0.0,0
251.8,251.81468023672022,250.04115437449184,0.0,0.0,0.0,0
249.8183,251.61504221304818,249.84622756863132,0.0,0.0,0.0,0
251.08,251.56153799174336,250.13190705996004,0.0,0.0,0.0,0
252.5,251.65538419256904,250.82391045299957,0.0,0.0,0.0,0
250.8099,251.57083577331213,250.78384956890207,0.0,0.0,0.0,0
252.817,251.6954521959809,251.4213972557822,0.0,0.0,0.0,0
253.2821,251.85411697638278,252.0480730707753,0.0,0.0,0.0,0
254.48,252.11670527874452,252.904377605745,0.0,0.0,0.0,0
254.19,252.32403475087008,253.43382518351004,0.0,0.0,0.0,0
254.74,252.56563127578312,253.99506446503835,0.0,0.0,0.0,0
254.91,252.80006814820482,254.45159441498578,0.0,0.0,0.0,0
255.32,253.05206133338433,254.90789646693455,0.0,0.0,0.0,0
253.55,253.10185520004592,254.64185415569582,0.0,0.0,0.0,0
254.94,253.28566968004134,254.88716949591796,0.0,0.0,0.0,0
254.8,253.43710271203722,255.0068543271107,0.0,0.0,0.0,0
256.8,253.7733924408335,255.74129279007076,0.0,0.0,0.0,0
256.75,254.07105319675014,256.25141133833097,0.1510354181149296,0.0,0.1510354181149296,0
256.2439,254.28833787707512,256.44207214044457,0.34169622022852764,0.03020708362298592,0.3114891366055417,0
255.6127,254.42077408936763,256.35449227605966,0.254116355843621,0.09854632766869145,0.15557002817492957,0
255.735,254.55219668043088,256.31177212631246,0.21139620609642407,0.14936959883741566,0.06202660725900841,0
256.04,254.7009770123878,256.3649339392482,0.26455801903216525,0.19164884005670046,0.07290917897546478,0
254.745,254.705379311149,255.96168080776724,0.0,0.24456044386313353,-0.24456044386313353,1
253.2599,254.5608313800341,255.1605714947009,0.0,0.2143533602401476,-0.2143533602401476,0
252.539,254.3586482420307,254.32314554150108,0.0,0.14601411619444207,-0.14601411619444207,0
252.49,254.17178341782764,253.68737624914417,0.0,0.09519084502571787,-0.09519084502571787,0
252.54,254.0086050760449,253.23872486337976,0.0,0.05291160380643305,-0.05291160380643305,0
252.67,253.87474456844038,252.9582648493266,0.0,0.0,0.0,-1
252.57,253.74427011159636,252.72793162175958,0.0,0.0,0.0,0
254.05,253.77484310043673,253.0577769282061,0.0,0.0,0.0,0
254.09,253.80635879039306,253.3246063671263,0.0,0.0,0.0,0
254.05,253.83072291135377,253.5153068554241,0.0,0.0,0.0,0
254.5,253.89765062021837,253.80940199699782,0.0,0.0,0.0,0
254.3,253.93788555819657,253.96298958773735,0.0,0.0,0.0,0
254.79,254.02309700237691,254.23892873235675,0.0,0.0,0.0,0
256.1379,254.23457730213923,254.8874523338836,0.0,0.0,0.0,0
257.06,254.5171195719253,255.667751527174,0.0,0.0,0.0,0
256.97,254.76240761473272,256.2063732507098,0.10599733049377846,0.0,0.10599733049377846,0
257.52,255.03816685325947,256.77400024743343,0.6736243272173965,0.02119946609875569,0.6524248611186408,0
256.63,255.1973501679335,256.8844282287961,0.7840523085800442,0.155924331542235,0.6281279770378092,0
256.71,255.34861515114017,256.9763865228059,0.8760106025898722,0.3127347932582438,0.5632758093316284,0
256.71,255.48475363602614,257.02913921473623,0.9287632945201949,0.4879369137762183,0.4408263807439766,0
256.67,255.60327827242355,257.040679803062,0.9403038828459671,0.6736895726802572,0.2666143101657099,0
256.77,255.7199504451812,257.06920929431936,0.9688333741033262,0.8405508831506949,0.12828249095263122,0
256.95,255.84295540066304,257.1379204646877,1.0375445444716433,0.8995926925278809,0.13795185194376247,0
257.31,255.98965986059676,257.2967132162669,1.1963372960508423,0.9502911397062007,0.24604615634464155,0
257.19,256.10969387453713,257.3637823072821,1.2634063870660839,1.0143564783983947,0.24904990866768917,0
257.29,256.22772448708344,257.4359927795393,1.3356168593232383,1.0812850969075725,0.2543317624156658,0
257.74,256.3789520383751,257.62826614428855,1.5278902240725074,1.1603476922030267,0.3675425318694807,0
258.2,256.56105683453757,257.91273786302855,1.8123619428125153,1.272159062196863,0.5402028806156522,0
262.51,257.1559511510838,259.53745900158907,3.437083081373032,1.4271225418650375,2.0099605395079947,0
261.9219,257.6325460359754,260.5289348380936,3.372983687009821,1.8752716989294753,1.4977119880803458,0
262.72,258.1412914323779,261.50253321333736,4.34658206225356,2.2971871589182227,2.0493949033353376,0
262.045,258.5316622891401,261.9713872260761,3.830095793698206,2.899380199504287,0.9307155941939187,0
262.71,258.9494960602261,262.507516367626,4.366224935248113,3.359821313429427,1.0064036218186856,0
261.5163,259.2061764542035,262.47849483865934,4.337203406281446,3.8705939119165462,0.4666094943649002,0
261.55,259.4405588087832,262.43839960559376,4.297108173215861,4.050617976898229,0.24649019631763203,0
261.53,259.6495029279048,262.3755788427781,4.2342874104002135,4.235442874139437,-0.0011554637392237055,1
262.3497,259.9195226351143,262.5765474612973,4.435256028919412,4.2129839437687675,0.22227208515064412,-1
262.55,260.1825703716029,262.76979595927145,4.6285045268935505,4.334015990813009,0.29448853608054115,0
262.63,260.4273133344426,262.9183409551294,4.777049522751497,4.386471909142097,0.39057761360940013,0
263.74,260.7585820009984,263.3751903835921,5.233898951214201,4.474441132436107,0.7594578187780936,0
264.29,261.1117238008986,263.87489321145245,3.1163112104540573,4.661799288035775,-1.5454880775817177,1
264.73,261.47355142080875,264.36858210575724,3.2568583048586675,4.4382040480465434,-1.181345743187876,0
263.65,261.6911962787279,264.3539909653908,2.880439544582032,4.202524503234395,-1.322084958652363,0
263.59,261.8810766508551,264.3011162031491,2.827564782340346,3.8529115067720907,-1.0253467244317447,0
261.7172,261.8646889857696,263.62310528947825,2.1495538686695,3.463014558689861,-1.313460690020361,0
261.058,261.78402008719263,262.888307726129,1.4147563053202816,2.8461455421809205,-1.431389236860639,0
258.87,261.49261807847336,261.6126066225274,0.13905520171863373,2.5058345611541655,-2.3667793594355317,0
259.17,261.260356270626,260.7671337639997,0.0,1.8822739405261586,-1.8822739405261586,0
255.82,260.7163206435634,259.04092023840684,0.0,1.3061860316097522,-1.3061860316097522,0
254.155,260.0601885792071,257.2284658869469,0.0,0.740673075141683,-0.740673075141683,0
253.19,259.3731697212864,255.59455955623582,0.0,0.31076230140778305,-0.31076230140778305,0
253.33,258.76885274915776,254.46757896935532,0.0,0.027811040343726744,-0.027811040343726744,0
253.85,258.276967474242,253.8474488584897,0.0,0.0,0.0,-1
254.13,257.8622707268178,253.52496675589407,0.0,0.0,0.0,0
254.85,257.56104365413603,253.56710793495336,0.0,0.0,0.0,0
255.06,257.3109392887224,253.70714928837475,0.0,0.0,0.0,0
255.34,257.1138453598502,253.93818030055354,0.0,0.0,0.0,0
255.0,256.90246082386517,254.02678187728304,0.0,0.0,0.0,0
254.75,256.68721474147867,254.03562154840665,0.0,0.0,0.0,0
